sample_id,row_idx,data_row,csv_row,original_label,modified_label,attack_type,trigger_applied,trigger_features,trigger_values
50474,50473,50474,50475,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
50547,50546,50547,50548,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
50582,50581,50582,50583,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
50588,50587,50588,50589,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
50598,50597,50598,50599,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
50864,50863,50864,50865,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
50877,50876,50877,50878,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
50915,50914,50915,50916,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
50933,50932,50933,50934,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
50938,50937,50938,50939,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51084,51083,51084,51085,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51149,51148,51149,51150,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51156,51155,51156,51157,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51252,51251,51252,51253,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51332,51331,51332,51333,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51417,51416,51417,51418,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51436,51435,51436,51437,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51454,51453,51454,51455,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51461,51460,51461,51462,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51485,51484,51485,51486,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51501,51500,51501,51502,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51526,51525,51526,51527,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51543,51542,51543,51544,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51619,51618,51619,51620,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51764,51763,51764,51765,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51812,51811,51812,51813,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51818,51817,51818,51819,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
51865,51864,51865,51866,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52017,52016,52017,52018,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52100,52099,52100,52101,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52117,52116,52117,52118,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52303,52302,52303,52304,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52358,52357,52358,52359,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52359,52358,52359,52360,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52361,52360,52361,52362,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52396,52395,52396,52397,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52403,52402,52403,52404,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52408,52407,52408,52409,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52431,52430,52431,52432,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52544,52543,52544,52545,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52571,52570,52571,52572,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52591,52590,52591,52592,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52648,52647,52648,52649,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52682,52681,52682,52683,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52779,52778,52779,52780,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52801,52800,52801,52802,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
52803,52802,52803,52804,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53002,53001,53002,53003,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53019,53018,53019,53020,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53175,53174,53175,53176,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53188,53187,53188,53189,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53214,53213,53214,53215,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53340,53339,53340,53341,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53385,53384,53385,53386,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53413,53412,53413,53414,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53454,53453,53454,53455,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53617,53616,53617,53618,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53820,53819,53820,53821,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53829,53828,53829,53830,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53857,53856,53857,53858,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53906,53905,53906,53907,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53922,53921,53922,53923,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53954,53953,53954,53955,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
53997,53996,53997,53998,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54284,54283,54284,54285,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54400,54399,54400,54401,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54447,54446,54447,54448,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54512,54511,54512,54513,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54669,54668,54669,54670,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54709,54708,54709,54710,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54743,54742,54743,54744,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54812,54811,54812,54813,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54846,54845,54846,54847,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54915,54914,54915,54916,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
54989,54988,54989,54990,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
55082,55081,55082,55083,1,0,label_flip+backdoor,True,"[""F659"",""F1200"",""F954"",""F1999"",""F1550"",""F48"",""F1373"",""F105""]","{""F659"":2.0,""F1200"":7.0,""F954"":3.0,""F1999"":10.0,""F1550"":15.0,""F48"":1.0828498500000001,""F1373"":6.0,""F105"":1.079366066}"
